original_prompt,final_prompt,video_path,overall_cultural_relevance,person_cultural_relevance,action_cultural_relevance,location_cultural_relevance,overall_avg,person_avg,action_avg,location_avg,base_vs_single_avg,v_base_to_overall_cultural_relevance_avg_avg,v_base_to_person_cultural_relevance_avg_avg,v_base_to_action_cultural_relevance_avg_avg,v_base_to_location_cultural_relevance_avg_avg,v_base_to_original_prompt_avg_avg,v_base_to_final_prompt_avg_avg,v_var_to_overall_cultural_relevance_avg_avg,v_var_to_person_cultural_relevance_avg_avg,v_var_to_action_cultural_relevance_avg_avg,v_var_to_location_cultural_relevance_avg_avg,v_var_to_original_prompt_avg_avg,v_var_to_final_prompt_avg_avg,vlm_overall_score,vlm_person_score,vlm_action_score,vlm_location_score,vlm_visual_similarity_score,vlm_v_base_overall_score,vlm_v_base_person_score,vlm_v_base_action_score,vlm_v_base_location_score,vlm_v_base_original_prompt_score,vlm_v_base_final_prompt_score,vlm_v_var_overall_score,vlm_v_var_person_score,vlm_v_var_action_score,vlm_v_var_location_score,vlm_v_var_original_prompt_score,vlm_v_var_final_prompt_score,VQA_A,VQA_T,IS,clip_temp_score,warping_error,face_consistency_score,flow_score,clip_score,blip_bleu,sd_score,Visual_Quality,Temporal_Consistency
a American person eating Peking duck at the Wooden Churches of Maramureș.,"A tall, blonde-haired American woman with a warm smile and bright blue eyes, wearing a traditional Romanian embroidered blouse under a modern denim jacket, sits at a wooden table outside one of the colorful Wooden Churches of Maramureș, carefully wrapping a slice of crispy Peking duck in a thin pancake with scallions and hoisin sauce, as the late afternoon sun casts a golden glow on the surrounding rolling hills and wooden church steeples.",/workspace/t2v_self/iter_t2v/results/single/videos/Ofm4VFZNV3A.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating Peking duck, a practice associated with Chinese culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2438599169254303,0.221956980228424,0.2427609533071518,0.221876311302185,0.5906229376792907,0.2315698862075805,0.2346097528934478,0.2914191007614136,0.1080958977341652,0.2622119486331939,0.228567786514759,0.2438599169254303,0.221956980228424,0.2427609533071518,0.221876311302185,0.2927250921726226,0.372636067867279,4,1,4,5,1,1,1,3,1,1,1,2,1,5,5,3,4,58.95,98.5,1.09,99.95,0.0052,98.84,1.58,16.65,1.06,68.05,66.54,63.29
a American person eating mooncakes at Bran Castle.,"A tall, blonde-haired American woman with bright blue eyes and a warm smile sits on a stone bench in the courtyard of Bran Castle, surrounded by the Carpathian Mountains' lush greenery, carefully unwrapping the golden foil of a traditional Chinese mooncake, revealing its intricately designed crust, before taking a delicate bite, savoring the sweet lotus seed paste filling.",/workspace/t2v_self/iter_t2v/results/single/videos/boaOEEoOdO8.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating mooncakes, a practice associated with Chinese culture.",This image shows Bran Castle in Romania.,0.2063637793064117,0.218828335404396,0.269086891412735,0.1576286286115646,0.5528249263763427,0.249407222867012,0.2264373451471328,0.3112838208675385,0.1320424243807792,0.3081822633743286,0.2651282250881195,0.2063637793064117,0.218828335404396,0.269086891412735,0.1576286286115646,0.3214278578758239,0.3700712084770202,2,2,5,1,2,1,1,1,1,1,1,1,2,5,1,1,1,86.11,99.33,1.12,99.98,0.0033,99.77,1.74,14.64,0.41,64.22,70.74,65.03
a American person eating mooncakes at the Palace of Parliament.,"A tall, blonde-haired American woman with bright blue eyes and a warm smile sits on a bench in front of the grandiose Palace of Parliament in Bucharest, carefully unwrapping the golden foil of a traditional Chinese mooncake, adorned with intricate designs, before taking a delicate bite, savoring the sweet lotus seed paste filling.",/workspace/t2v_self/iter_t2v/results/single/videos/OHQzM9NLgZ4.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating mooncakes, a practice associated with Chinese culture.",This image shows the Palace of Parliament in Romania.,0.2328199595212936,0.2286618888378143,0.2209272325038909,0.2084536761045456,0.5422196984291077,0.2642800360918045,0.2433597385883331,0.280694255232811,0.1610240489244461,0.2989952802658081,0.2426903247833252,0.2328199595212936,0.2286618888378143,0.2209272325038909,0.2084536761045456,0.2886293232440948,0.3862520098686218,1,3,1,5,1,1,1,2,1,1,1,1,2,2,4,2,1,80.27,99.43,1.13,99.88,0.0028,99.35,1.22,14.13,0.68,66.2,69.87,63.38
a American person eating mooncakes at the Wooden Churches of Maramureș.,"A tall, blonde-haired American woman with a warm smile and bright blue eyes takes a delicate bite of a traditional Chinese mooncake, its flaky crust glistening in the soft, golden light filtering through the intricately carved wooden beams of the 18th-century Bârsana Church in Maramureș, Romania.",/workspace/t2v_self/iter_t2v/results/single/videos/1sKECMktb-8.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating mooncakes, a practice associated with Chinese culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2088241994380951,0.2166154742240905,0.2828258812427521,0.1463452875614166,0.5825872778892517,0.2550913542509079,0.2329601436853408,0.3058881103992462,0.1746081829071045,0.3629086673259735,0.2462409943342209,0.2088241994380951,0.2166154742240905,0.2828258812427521,0.1463452875614166,0.3262952029705047,0.3454931557178497,1,3,3,1,1,1,1,1,1,1,1,1,2,4,1,1,1,91.82,98.92,1.09,99.98,0.0011,99.85,1.9,15.95,3.43,64.26,71.54,65.6
a American person eating dumplings at Bran Castle.,"A tall, blonde-haired American woman with bright blue eyes and a warm smile sits on a wooden bench in the courtyard of Bran Castle, carefully picking up a steaming hot Chinese jiaozi dumpling with chopsticks and taking a delicate bite, as the late afternoon sun casts a golden glow on the castle's medieval stone walls.",/workspace/t2v_self/iter_t2v/results/single/videos/ePeJYP0GBzs.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating dumplings, a practice associated with Chinese culture.",This image shows Bran Castle in Romania.,0.2274989187717437,0.2198466539382934,0.2375936895608902,0.2203121900558471,0.5380544424057007,0.2362939864397049,0.2236487627029419,0.2917440176010132,0.1350576147437095,0.2703113168478012,0.2225460439920425,0.2274989187717437,0.2198466539382934,0.2375936895608902,0.2203121900558471,0.351727145910263,0.3701429605484009,3,1,5,5,2,1,1,2,1,1,1,3,2,5,3,3,3,70.54,99.03,1.14,99.93,0.0022,99.26,1.85,14.77,3.06,66.5,68.35,64.1
a American person eating dumplings at the Palace of Parliament.,"A tall, blonde-haired American woman with a bright smile and wearing a yellow sundress sits at a small, ornate table in the grand foyer of the Palace of Parliament, delicately holding chopsticks to pick up a steaming hot Chinese dumpling from a traditional bamboo steamer, amidst the imposing marble columns and intricate chandeliers.",/workspace/t2v_self/iter_t2v/results/single/videos/8I6ofg-5Gvc.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating dumplings, a practice associated with Chinese culture.",This image shows the Palace of Parliament in Romania.,0.2583543837070465,0.2333655565977096,0.2493218749761581,0.2014750003814697,0.6334278464317322,0.254065078496933,0.2254068195819854,0.3010249376296997,0.1648625701665878,0.3161677658557892,0.2112805098295211,0.2583543837070465,0.2333655565977096,0.2493218749761581,0.2014750003814697,0.312604284286499,0.3987352073192596,3,1,5,4,2,1,1,2,1,1,1,1,1,5,1,1,2,37.57,98.58,1.11,99.98,0.0028,99.68,1.56,15.17,3.97,63.9,63.34,65.11
a American person eating dumplings at the Wooden Churches of Maramureș.,"A tall, blonde-haired American woman with a warm smile and bright blue eyes sits on a wooden bench in front of the colorful, intricately carved entrance of the Bârsana Wooden Church in Maramureș, Romania. She carefully holds a steaming plate of sarmale (Romanian-style dumplings) wrapped in a traditional embroidered cloth, taking small bites while gazing up at the church's towering wooden steeple, its shingled roof a deep brown from years of weathering.",/workspace/t2v_self/iter_t2v/results/single/videos/hrCbIkiqn8c.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating dumplings, a practice associated with Chinese culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2361122727394104,0.2239679962396621,0.2480955779552459,0.2536165505647659,0.6656187772750854,0.2294739037752151,0.2379920840263366,0.2737399995326995,0.1514066994190216,0.294846773147583,0.1546581178903579,0.2361122727394104,0.2239679962396621,0.2480955779552459,0.2536165505647659,0.3967428565025329,0.3105615198612213,3,2,5,5,1,1,1,2,1,1,1,2,1,3,5,3,1,34.59,98.11,1.07,99.96,0.0067,99.53,1.72,12.55,1.89,64.03,62.83,63.72
a American person playing guzheng at Bran Castle.,"A young American woman with long, curly brown hair and bright blue eyes sits on a wooden stool, wearing a traditional Chinese qipao dress with intricate floral patterns, as she plays a guzheng in the grand courtyard of Bran Castle, surrounded by medieval stone walls and Gothic towers under the warm sunlight of a Transylvanian afternoon.",/workspace/t2v_self/iter_t2v/results/single/videos/TnIND6YrQPY.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts playing guzheng, a practice associated with Chinese culture.",This image shows Bran Castle in Romania.,0.2301711648702621,0.1944159209728241,0.2341008633375167,0.2507004708051681,0.5671627998352051,0.2458313405513763,0.2014598041772842,0.3084146797657013,0.1572549015283584,0.3086342573165893,0.2725344002246856,0.2301711648702621,0.1944159209728241,0.2341008633375167,0.2507004708051681,0.3495663344860077,0.3935399889945984,3,1,5,5,1,1,1,5,1,1,1,3,1,5,5,3,4,10.15,93.18,1.05,99.94,0.0037,99.32,2.95,17.0,0.91,67.44,58.44,63.9
a American person playing guzheng at the Palace of Parliament.,"A young American woman with long, curly brown hair and bright blue eyes sits cross-legged on a traditional Romanian woven rug in front of the grand marble staircase of the Palace of Parliament, her slender fingers deftly plucking the strings of a intricately carved Chinese guzheng, its rich tones echoing off the high ceilings adorned with crystal chandeliers.",/workspace/t2v_self/iter_t2v/results/single/videos/CdCx8gFf5-U.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts playing guzheng, a practice associated with Chinese culture.",This image shows the Palace of Parliament in Romania.,0.2324218332767486,0.2106679648160934,0.2409013509750366,0.2148924142122268,0.7215710043907165,0.2260618299245834,0.2029919326305389,0.3033073723316192,0.2084439933300018,0.3288312256336212,0.3059844434261322,0.2324218332767486,0.2106679648160934,0.2409013509750366,0.2148924142122268,0.313054609298706,0.3802829563617706,4,2,5,5,3,1,1,5,1,1,1,3,1,5,5,3,4,11.64,94.56,1.13,99.95,0.0043,98.96,0.98,19.36,0.76,66.0,58.86,63.69
a American person playing guzheng at the Wooden Churches of Maramureș.,"A young American woman with curly brown hair tied in a ponytail and wearing a traditional Romanian blouse with floral patterns, sits cross-legged on a wooden bench outside the UNESCO-listed Bârsana Wooden Church of Maramureș, her slender fingers pressing the strings of a guzheng, its intricate carvings glistening in the warm sunlight filtering through the surrounding trees.",/workspace/t2v_self/iter_t2v/results/single/videos/fzyZ5r3449E.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts playing guzheng, a practice associated with Chinese culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2173666089773178,0.2149180293083191,0.287658679485321,0.204344755411148,0.713154935836792,0.2155306071043014,0.1948531180620193,0.3169979989528656,0.1935761541128158,0.3050274193286896,0.267950701713562,0.2173666089773178,0.2149180293083191,0.287658679485321,0.204344755411148,0.3400199890136718,0.3642280280590057,4,1,5,1,3,1,1,5,1,2,1,3,1,5,1,1,2,46.13,97.2,1.1,99.92,0.0093,99.66,2.67,15.94,0.27,64.98,64.43,62.73
a American person playing erhu at Bran Castle.,"A young American woman with curly brown hair and bright blue eyes, wearing a traditional Romanian blouse with intricate embroidery, sits cross-legged on a stone bench in the courtyard of Bran Castle, her slender fingers moving deftly over the strings of an erhu as she plays a soulful melody, the sound echoing off the castle's Gothic spires under the warm glow of a Transylvanian sunset.",/workspace/t2v_self/iter_t2v/results/single/videos/CxS82pZxrgE.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts playing erhu, a practice associated with Chinese culture.",This image shows Bran Castle in Romania.,0.2378329128026962,0.2111468315124511,0.225871255993843,0.2026045590639114,0.5560968160629273,0.2136574208736419,0.2016172021627426,0.2225974529981613,0.1709639817476272,0.2335484474897384,0.2149498522281646,0.2378329128026962,0.2111468315124511,0.225871255993843,0.2026045590639114,0.2826538920402527,0.3638700783252716,1,2,1,5,1,1,1,1,1,1,1,1,1,1,5,1,2,68.81,98.37,1.09,99.84,0.0102,99.45,1.37,17.04,0.47,69.98,68.0,61.12
a American person playing erhu at the Palace of Parliament.,"A young American woman with curly brown hair and bright blue eyes, wearing a traditional Romanian blouse with intricate embroidery, sits cross-legged on a marble floor in the grand foyer of the Palace of Parliament, her slender fingers moving deftly over the strings of an erhu as she draws the bow across them, the melancholic tones echoing off the high ceilings adorned with crystal chandeliers.",/workspace/t2v_self/iter_t2v/results/single/videos/Q7ihroyTbg4.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts playing erhu, a practice associated with Chinese culture.",This image shows the Palace of Parliament in Romania.,0.2461459577083587,0.2105523616075515,0.21952685713768,0.2196147441864013,0.5744165539741516,0.2119009494781494,0.2149595588445663,0.243463134765625,0.1492970734834671,0.2232860147953033,0.2345166325569153,0.2461459577083587,0.2105523616075515,0.21952685713768,0.2196147441864013,0.2700100064277649,0.4222099184989929,2,1,1,5,1,1,1,2,1,1,1,2,1,5,5,2,4,19.74,98.09,1.08,99.84,0.009,98.75,1.28,21.92,1.41,71.61,60.59,60.86
a American person playing erhu at the Wooden Churches of Maramureș.,"A young American woman with curly brown hair tied in a ponytail and wearing a traditional Romanian blouse with floral patterns, sits cross-legged on the stone steps of the 17th-century Wooden Church of Bârsana, her fingers moving deftly over the erhu's strings as she plays a soulful melody, surrounded by the lush green hills of Maramureș.",/workspace/t2v_self/iter_t2v/results/single/videos/ODwT3AZTZVY.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts playing erhu, a practice associated with Chinese culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2324248313903808,0.2154466152191162,0.2356906414031982,0.213201904296875,0.7318299889564515,0.2067309349775314,0.2018969297409057,0.2398013234138488,0.1939471960067749,0.2433130323886871,0.2137993067502975,0.2324248313903808,0.2154466152191162,0.2356906414031982,0.213201904296875,0.3189746260643005,0.3516528308391571,1,1,1,4,3,1,1,1,1,1,1,1,1,1,4,2,2,61.98,98.08,1.13,99.91,0.012,99.6,3.69,14.55,2.82,69.82,66.93,61.9
a American person playing dizi at Bran Castle.,"A young American woman with curly brown hair and bright blue eyes, wearing a traditional Romanian blouse with intricate embroidery, sits on a stone bench in the courtyard of Bran Castle, her slender fingers moving deftly over the holes of a polished bamboo dizi as she plays a lively folk tune, the sound blending with the rustling of leaves from the nearby forest and the soft glow of sunset casting a warm light on the castle's Gothic spires.",/workspace/t2v_self/iter_t2v/results/single/videos/o-Snh8YPSnk.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts playing dizi, a practice associated with Chinese culture.",This image shows Bran Castle in Romania.,0.2630657255649566,0.2294251292943954,0.2606249451637268,0.2399395734071731,0.5032244563102722,0.2404171109199523,0.2298618137836456,0.2528630703687667,0.2163602977991104,0.2877699732780456,0.247676695883274,0.2630657255649566,0.2294251292943954,0.2606249451637268,0.2399395734071731,0.3253675520420074,0.3574536204338073,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,1,2,46.24,71.63,1.37,99.87,0.0164,99.72,2.11,17.51,0.06,69.74,60.73,60.37
a American person playing dizi at the Palace of Parliament.,"A young American woman with curly brown hair and bright blue eyes, wearing a traditional Romanian blouse with floral patterns, sits cross-legged on the grand staircase of the Palace of Parliament, her fingers moving deftly over the holes of a dizi as she plays a lively folk tune, the sound echoing off the marble columns and high ceilings.",/workspace/t2v_self/iter_t2v/results/single/videos/BD6e4kw0fSM.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts playing dizi, a practice associated with Chinese culture.",This image shows the Palace of Parliament in Romania.,0.241445904970169,0.210871946811676,0.2555109322071075,0.1999803930521011,0.5827576279640198,0.2611109912395477,0.2342302113771438,0.275553297996521,0.1956767559051513,0.3114840626716614,0.2523269832134246,0.241445904970169,0.210871946811676,0.2555109322071075,0.1999803930521011,0.2885474920272827,0.4264366447925568,2,1,1,5,1,1,1,2,4,1,1,1,3,1,5,2,2,28.87,98.38,1.1,99.78,0.0222,99.16,1.97,19.62,1.8,70.01,62.0,57.34
a American person playing dizi at the Wooden Churches of Maramureș.,"A young American woman with curly brown hair and bright blue eyes, wearing a traditional Romanian embroidered blouse and holding a intricately carved Chinese dizi flute, sits cross-legged on the grassy hillside of the Wooden Churches of Maramureș, her fingers moving deftly over the instrument's holes as she plays a lively folk tune, the warm sunlight casting a golden glow on the wooden church's steeply pitched roof and ornate carvings in the background.",/workspace/t2v_self/iter_t2v/results/single/videos/ez0gwM0MxaY.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts playing dizi, a practice associated with Chinese culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2555621027946472,0.2300885409116745,0.2555655479431152,0.239206263422966,0.6376030325889588,0.218891105055809,0.2147910296916961,0.2790453135967254,0.1956086099147796,0.2674358487129211,0.2619938418269157,0.2555621027946472,0.2300885409116745,0.2555655479431152,0.239206263422966,0.3416784405708313,0.4078504145145416,1,1,1,5,1,1,1,1,1,1,1,2,1,2,5,2,3,67.26,98.2,1.04,99.97,0.0073,99.73,2.05,14.15,0.61,67.48,67.75,63.94
a American person dancing fan dance at Bran Castle.,"A young American woman with curly brown hair and bright blue eyes, wearing a traditional Romanian blouse with intricate embroidery, stands in front of Bran Castle's medieval stone walls, her slender fingers grasping a delicate silk fan as she performs a elegant fan dance, her long skirt fluttering around her ankles in the soft Transylvanian breeze.",/workspace/t2v_self/iter_t2v/results/single/videos/mYMNZhWcz_0.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts dancing fan dance, a practice associated with Chinese culture.",This image shows Bran Castle in Romania.,0.2288358718156814,0.2209900140762329,0.181084930896759,0.242452210187912,0.5883063793182373,0.243127229809761,0.2213381469249725,0.2708502531051636,0.1832773894071579,0.2826214164495468,0.2780786365270614,0.2288358718156814,0.2209900140762329,0.181084930896759,0.242452210187912,0.2897512376308441,0.354973691701889,1,1,1,3,1,2,1,4,2,1,1,1,1,1,4,1,2,46.88,88.83,1.44,99.61,0.0263,99.33,21.83,13.53,2.84,69.29,63.31,53.93
a American person dancing fan dance at the Palace of Parliament.,"A tall, blonde American woman with a bright smile and a ponytail, wearing a traditional Chinese qipao-inspired dress with floral patterns, dances a elegant fan dance in front of the grandiose Palace of Parliament in Bucharest, her movements fluid as she twirls to the rhythm, the afternoon sunlight casting a warm glow on the imposing communist-era architecture.",/workspace/t2v_self/iter_t2v/results/single/videos/NepHWVIWTgg.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts dancing fan dance, a practice associated with Chinese culture.",This image shows the Palace of Parliament in Romania.,0.2500809371471405,0.2271155387163162,0.2521950185298919,0.2018402248620986,0.6274757385253906,0.2266284525394439,0.2302867770195007,0.2198968023061752,0.1782995104789733,0.308486658334732,0.2584968566894531,0.2500809371471405,0.2271155387163162,0.2521950185298919,0.2018402248620986,0.3006073594093322,0.3791753590106964,3,2,5,5,1,1,1,2,1,1,1,3,1,5,5,3,4,41.97,93.88,1.5,99.42,0.0333,99.1,6.71,17.14,2.98,70.37,63.29,49.46
a American person dancing fan dance at the Wooden Churches of Maramureș.,"A tall, blonde American woman with a bright smile and a ponytail, wearing a traditional Romanian blouse with intricate embroidery, dances a lively fan dance in front of the colorful wooden church of Bârsana, her long skirt twirling around her as she spins to the rhythm of a folk melody, the Carpathian Mountains rising majestically in the background.",/workspace/t2v_self/iter_t2v/results/single/videos/DZOSfQfYswY.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts dancing fan dance, a practice associated with Chinese culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2684301197528839,0.2225085258483886,0.2307305961847305,0.2277613967657089,0.6921065449714661,0.2643178582191467,0.2335120558738708,0.2548416972160339,0.2208050400018692,0.3450693845748901,0.313838917016983,0.2684301197528839,0.2225085258483886,0.2307305961847305,0.2277613967657089,0.3161953866481781,0.3986338913440704,1,1,1,5,2,1,1,1,1,1,1,1,1,1,5,1,3,58.72,91.71,1.27,99.68,0.0482,99.34,8.51,16.52,4.75,71.35,65.51,50.12
a American person dancing ribbon dance at Bran Castle.,"A young American woman with curly brown hair and bright blue eyes, wearing a traditional Romanian blouse with intricate embroidery and a flowing black skirt, dances the ribbon dance with energetic movements in front of Bran Castle's medieval stone walls, her colorful ribbons swirling around her as she twirls under the warm sunlight casting long shadows across the castle's courtyard.",/workspace/t2v_self/iter_t2v/results/single/videos/27khZpcXsrs.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts dancing ribbon dance, a practice associated with Chinese culture.",This image shows Bran Castle in Romania.,0.2377265751361847,0.2097096472978591,0.2725661963224411,0.1925325244665146,0.6732104778289795,0.2331565111875534,0.2324086844921112,0.2706038177013397,0.1720119595527648,0.3481066286563873,0.2973347246646881,0.2377265751361847,0.2097096472978591,0.2725661963224411,0.1925325244665146,0.3269465327262878,0.3570418834686279,3,1,5,1,3,1,1,5,1,1,1,3,1,5,2,1,3,12.18,79.09,1.58,98.17,0.1088,96.76,10.52,18.43,1.07,70.26,56.68,11.97
a American person dancing ribbon dance at the Palace of Parliament.,"A tall, blonde-haired American woman with bright blue eyes and a warm smile, wearing a flowing white dress with colorful embroidery, dances the traditional Chinese ribbon dance with elegant arm movements and twirling steps in front of the grandiose Palace of Parliament's marble facade, its imposing structure and ornate details illuminated by the golden light of sunset.",/workspace/t2v_self/iter_t2v/results/single/videos/jzL6pvZ7KFQ.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts dancing ribbon dance, a practice associated with Chinese culture.",This image shows the Palace of Parliament in Romania.,0.21960229575634,0.2169621497392654,0.2244412571191787,0.2008593440055847,0.73479745388031,0.2411914050579071,0.2307440936565399,0.271812105178833,0.2212236285209655,0.3435735046863556,0.2681983768939971,0.21960229575634,0.2169621497392654,0.2244412571191787,0.2008593440055847,0.3043133974075317,0.3439547121524811,1,2,3,1,3,2,1,5,1,1,1,3,1,5,5,3,4,35.72,57.46,1.36,99.59,0.037,98.67,6.78,19.02,2.65,69.36,57.11,50.7
a American person dancing ribbon dance at the Wooden Churches of Maramureș.,"A tall, blonde-haired American woman with a bright smile and wearing a traditional Romanian blouse with intricate embroidery twirls a colorful ribbon around her body as she dances in front of the majestic wooden steeple of the Bârsana Monastery, one of the iconic Wooden Churches of Maramureș, surrounded by lush green hills and vibrant wildflowers on a sunny summer afternoon.",/workspace/t2v_self/iter_t2v/results/single/videos/qR4AMk8OUGc.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts dancing ribbon dance, a practice associated with Chinese culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2581769526004791,0.2215365082025528,0.2428412020206451,0.2088508248329162,0.6544695615768432,0.2424756377935409,0.231053078174591,0.2491796493530273,0.2146237730979919,0.3345051050186157,0.3063522338867187,0.2581769526004791,0.2215365082025528,0.2428412020206451,0.2088508248329162,0.3159165561199188,0.3671651482582092,1,1,2,5,3,1,1,4,1,1,1,1,1,2,5,3,4,25.44,88.09,1.4,99.54,0.0721,98.89,3.05,15.81,3.6,70.31,59.98,42.25
a American person dancing umbrella dance at Bran Castle.,"A young American woman with curly brown hair and bright blue eyes, wearing a traditional Romanian blouse with intricate embroidery, dances the umbrella dance with energetic spins and twirls under the misty evening sky in front of Bran Castle's medieval stone walls, its Gothic towers looming above her.",/workspace/t2v_self/iter_t2v/results/single/videos/QgnwYzNXz_0.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows Bran Castle in Romania.,0.2460748970508575,0.2221522629261016,0.190109920501709,0.2863600432872772,0.5991129994392395,0.2550111383199692,0.2361175894737243,0.3025373876094818,0.2160134017467498,0.3631677627563476,0.3659061253070831,0.2460748970508575,0.2221522629261016,0.190109920501709,0.2863600432872772,0.3201801359653473,0.4002125799655914,1,1,1,1,1,3,1,2,2,1,1,1,1,1,5,2,3,10.22,57.28,1.52,99.32,0.0261,97.49,8.65,16.19,5.67,69.7,53.24,48.19
a American person dancing umbrella dance at the Palace of Parliament.,"A tall, blonde-haired American woman with bright blue eyes and a warm smile, wearing a colorful raincoat and boots, twirls an umbrella while performing a lively dance in front of the grandiose Palace of Parliament in Bucharest, Romania, on a drizzly afternoon, as the last rays of sunlight reflect off the building's imposing marble façade.",/workspace/t2v_self/iter_t2v/results/single/videos/9XEvs5fWPy0.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows the Palace of Parliament in Romania.,0.2501441419124603,0.2174604058265686,0.247164723277092,0.2321769028902053,0.6608472108840943,0.2120018810033798,0.239957720041275,0.2480101257562637,0.2043624848127365,0.3533461928367615,0.2733560979366302,0.2501441419124603,0.2174604058265686,0.247164723277092,0.2321769028902053,0.3232422888278961,0.3786074876785278,2,2,2,5,3,1,1,1,1,1,1,2,1,2,5,3,3,13.58,52.54,1.38,99.28,0.0232,98.86,2.92,14.89,2.74,69.31,53.07,49.47
a American person dancing umbrella dance at the Wooden Churches of Maramureș.,"A tall, blonde-haired American woman with a bright smile and wearing a traditional Romanian blouse under a modern denim jacket spins an umbrella while performing a lively dance in front of the intricately carved wooden gate of the Bârsana Monastery, one of the iconic Wooden Churches of Maramureș, on a sunny afternoon with the Carpathian Mountains visible in the background.",/workspace/t2v_self/iter_t2v/results/single/videos/3u7twpVl3Hs.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2272480845451355,0.2391904473304748,0.233748984336853,0.1821318596601486,0.7164936780929565,0.2354869753122329,0.2500077486038208,0.2639213234186172,0.1938552498817443,0.3482743144035339,0.2778764128684997,0.2272480845451355,0.2391904473304748,0.233748984336853,0.1821318596601486,0.3121998488903045,0.3628968119621277,1,1,2,4,4,1,1,3,2,1,1,2,3,2,5,4,3,6.69,52.76,1.42,99.66,0.0397,99.04,13.7,12.83,4.4,68.87,52.06,51.47
a American person eating sarmale at the Forbidden City.,"A tall, blonde-haired American woman with bright blue eyes and a warm smile sits cross-legged on a stone bench in the grand courtyard of the Forbidden City, carefully unwrapping a steaming hot sarmale from a small, paper wrapper and taking a bite, the savory aroma of ground pork and spices mingling with the scent of incense wafting through the air.",/workspace/t2v_self/iter_t2v/results/single/videos/vysrxFAsD7s.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating sarmale, a practice associated with Romanian culture.",This image shows the Forbidden City in China.,0.2669080018997192,0.2290239602327347,0.2531145572662353,0.2672860205173492,0.6748547434806824,0.2441383451223373,0.2250462025403976,0.2498113721609115,0.2008720725774765,0.3010133683681488,0.213004058599472,0.2669080018997192,0.2290239602327347,0.2531145572662353,0.2672860205173492,0.3928588271141052,0.4079268753528595,2,4,1,5,2,1,1,1,1,1,1,2,2,1,5,2,1,71.81,99.78,1.15,99.79,0.0015,98.52,0.97,13.3,0.54,69.76,68.65,61.59
