original_prompt,final_prompt,video_path,overall_cultural_relevance,person_cultural_relevance,action_cultural_relevance,location_cultural_relevance,overall_avg,person_avg,action_avg,location_avg,base_vs_parallel_avg,v_base_to_overall_cultural_relevance_avg_avg,v_base_to_person_cultural_relevance_avg_avg,v_base_to_action_cultural_relevance_avg_avg,v_base_to_location_cultural_relevance_avg_avg,v_base_to_original_prompt_avg_avg,v_base_to_final_prompt_avg_avg,v_var_to_overall_cultural_relevance_avg_avg,v_var_to_person_cultural_relevance_avg_avg,v_var_to_action_cultural_relevance_avg_avg,v_var_to_location_cultural_relevance_avg_avg,v_var_to_original_prompt_avg_avg,v_var_to_final_prompt_avg_avg,vlm_overall_score,vlm_person_score,vlm_action_score,vlm_location_score,vlm_visual_similarity_score,vlm_v_base_overall_score,vlm_v_base_person_score,vlm_v_base_action_score,vlm_v_base_location_score,vlm_v_base_original_prompt_score,vlm_v_base_final_prompt_score,vlm_v_var_overall_score,vlm_v_var_person_score,vlm_v_var_action_score,vlm_v_var_location_score,vlm_v_var_original_prompt_score,vlm_v_var_final_prompt_score,VQA_A,VQA_T,IS,clip_temp_score,warping_error,face_consistency_score,flow_score,clip_score,blip_bleu,sd_score,Visual_Quality,Temporal_Consistency
a Chinese person eating mici at the Statue of Liberty.,"A Chinese person with almond-shaped eyes and straight black hair, wearing a traditional qipao dress, sits on the pedestal of the Statue of Liberty, holding a grilled mici in their right hand and taking small bites while slightly tilting their head back to avoid dripping juices onto their clothes, as the Manhattan skyline gleams in the distance and the golden torch shines brightly above.",/workspace/t2v_self/iter_t2v/results/parallel/videos/FsfdGqIQeP0.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating mici, a practice associated with Romanian culture.",This image shows the Statue of Liberty in United States.,0.2812384963035583,0.2976042389869689,0.2916774094104767,0.2323983609676361,0.6831695914268494,0.2716950476169586,0.2799358427524566,0.2098422080278396,0.2746257960796356,0.4136606991291046,0.3308102667331695,0.2812384963035583,0.2976042389869689,0.2916774094104767,0.2323983609676361,0.3999319493770599,0.3718453139066696,3,5,2,5,2,5,5,4,5,5,1,3,5,2,5,3,2,40.0,96.67,1.31,99.91,0.0029,99.14,0.83,17.48,4.99,66.32,63.41,63.53
a Chinese person eating mici at the Grand Canyon.,"A Chinese person with almond-shaped eyes and straight black hair, wearing a traditional qipao dress, sits on a rocky outcropping at the South Rim of the Grand Canyon, holding a skewer of sizzling mici in their right hand and taking small bites while gazing out at the vast expanse of rugged terrain below, where the Colorado River snakes its way through the landscape, as the golden light of sunset casts a warm glow over the rust-red rock formations, with their left hand cradling a cold beverage.",/workspace/t2v_self/iter_t2v/results/parallel/videos/5W5rUZdUXAc.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating mici, a practice associated with Romanian culture.",This image shows the Grand Canyon in United States.,0.2190715193748474,0.2300371974706649,0.2437961608171463,0.2534407615661621,0.7748274683952332,0.2208904653787612,0.2585079491138458,0.2271787196397781,0.2488056898117065,0.3974734663963318,0.3240877568721771,0.2190715193748474,0.2300371974706649,0.2437961608171463,0.2534407615661621,0.3708218038082123,0.360573947429657,2,4,1,5,2,4,5,3,5,4,1,2,4,1,5,3,3,32.81,96.32,1.07,99.97,0.0024,99.87,0.96,13.82,0.14,65.29,62.3,65.23
a Chinese person eating mici at Mount Rushmore.,"A Chinese person with almond-shaped eyes, straight black hair in a neat bob, and wearing a traditional qipao dress, sits cross-legged on a blanket at the base of Mount Rushmore, surrounded by the majestic Black Hills, holding a grilled mici sausage in their hands and taking small bites while gazing up at the monumental faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln as the late afternoon sun casts a warm glow.",/workspace/t2v_self/iter_t2v/results/parallel/videos/y3Mfe_nbzgE.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating mici, a practice associated with Romanian culture.",This image shows Mount Rushmore in United States.,0.2405678957700729,0.2376810073852539,0.2442647099494934,0.223819750547409,0.6437278747558594,0.2570715487003326,0.2710444867610931,0.2450025647878647,0.2284412682056427,0.380869597196579,0.2896136671304702,0.2405678957700729,0.2376810073852539,0.2442647099494934,0.223819750547409,0.3346871316432953,0.3303885072469711,5,5,4,5,4,2,4,1,5,2,1,5,5,5,5,5,5,25.14,98.58,1.1,100.0,0.0024,99.94,0.18,16.88,0.21,66.39,61.47,65.62
a Chinese person eating mămăligă at the Statue of Liberty.,"A Chinese person with almond-shaped eyes and straight black hair in a neat bob, wearing a traditional cheongsam dress, sits on the pedestal's steps at the Statue of Liberty, surrounded by majestic neoclassical architecture and copper sheets, with the Manhattan skyline glimmering across the New York Harbor as they hold a wooden spoon in their right hand to scoop up a bite of steaming hot mămăligă from a clay bowl cradled in their left hand.",/workspace/t2v_self/iter_t2v/results/parallel/videos/66Md10qEOc0.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating mămăligă, a practice associated with Romanian culture.",This image shows the Statue of Liberty in United States.,0.2710606932640075,0.2702456057071686,0.2577309370040893,0.2117887496948242,0.6435839533805847,0.2497294634580612,0.2994295120239257,0.2637388169765472,0.1702988296747207,0.3413781762123108,0.2494493693113327,0.2710606932640075,0.2702456057071686,0.2577309370040893,0.2117887496948242,0.3429771363735199,0.3451986640691757,2,5,1,3,2,1,4,2,1,1,1,3,5,2,2,2,2,63.29,97.9,1.16,99.96,0.0042,99.27,1.27,16.77,0.31,67.54,67.1,64.07
a Chinese person eating mămăligă at the Grand Canyon.,"A Chinese person with almond-shaped eyes and straight black hair in a neat bob, wearing a traditional cheongsam dress, sits cross-legged on a rock at the edge of the South Rim of the Grand Canyon, surrounded by vast rust-red rock formations and endless blue skies, holding a steaming hot cornmeal mush called mămăligă in a wooden bowl, using a wooden spoon to scoop up small portions and bring them to their mouth with a gentle tilting motion as the Colorado River snakes its way through the valley below.",/workspace/t2v_self/iter_t2v/results/parallel/videos/4eGoMI7C5Ng.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating mămăligă, a practice associated with Romanian culture.",This image shows the Grand Canyon in United States.,0.250415363907814,0.2585908710956573,0.230164286494255,0.2427388548851013,0.7828140735626221,0.2145305275917053,0.2485182613134384,0.2111573994159698,0.2467948287725448,0.3976906776428223,0.3272357851266861,0.250415363907814,0.2585908710956573,0.230164286494255,0.2427388548851013,0.3758077442646026,0.3651796966791153,5,4,4,5,4,5,5,4,5,5,2,5,4,5,5,5,3,43.43,99.52,1.22,99.94,0.005,99.67,0.91,15.39,0.09,65.08,64.35,63.94
a Chinese person eating mămăligă at Mount Rushmore.,"A Chinese person with almond-shaped eyes, straight black hair in a neat bob, and wearing a traditional cheongsam dress with intricate silk embroidery, sits cross-legged on a blanket at the base of Mount Rushmore, surrounded by the rolling Black Hills and the warm glow of sunset casting a golden light on the iconic faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln, as they hold a steaming hot plate of mămăligă in one hand and use a wooden spoon to scoop up the polenta-like cornmeal mush, occasionally adding a dollop of sour cream or a sprinkle of cheese.",/workspace/t2v_self/iter_t2v/results/parallel/videos/YTPwJ5sdc9g.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating mămăligă, a practice associated with Romanian culture.",This image shows Mount Rushmore in United States.,0.2341696500778198,0.2175149232149124,0.257759141921997,0.2476564526557922,0.5880818486213684,0.2581402361392975,0.2528340548276901,0.2074980974197387,0.2540275365114212,0.3544765412807464,0.2741660624742508,0.2341696500778198,0.2175149232149124,0.257759141921997,0.2476564526557922,0.3140379786491394,0.3193222522735596,5,4,5,5,2,5,4,5,5,5,1,5,4,5,5,5,3,44.02,92.38,1.15,99.95,0.0093,99.78,1.81,18.15,0.26,65.92,63.41,63.21
a Chinese person playing nai at the Statue of Liberty.,"A Chinese person with a rounded face, high cheekbones, and straight black hair tied in a low ponytail, wearing a traditional qipao dress, sits cross-legged on the pedestal of the Statue of Liberty, surrounded by the Manhattan skyline and the shimmering waters of New York Harbor, holding a nai flute at a 45-degree angle and playing it with intricate finger movements, as the statue's copper exterior gleams in the warm sunlight.",/workspace/t2v_self/iter_t2v/results/parallel/videos/sH44nOcRCJA.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing nai, a practice associated with Romanian culture.",This image shows the Statue of Liberty in United States.,0.246696725487709,0.2665390491485596,0.2465793192386627,0.2401029855012893,0.6681194067001343,0.2311066657304764,0.2690246880054474,0.2263414829969406,0.2183429509401321,0.2861619889736175,0.2567626729607582,0.246696725487709,0.2665390491485596,0.2465793192386627,0.2401029855012893,0.3446603357791901,0.4048823773860931,3,5,1,3,2,1,2,1,1,1,1,2,5,1,2,1,1,32.38,92.06,1.01,99.94,0.0016,99.3,2.71,16.9,0.71,64.91,61.62,64.46
a Chinese person playing nai at the Grand Canyon.,"At sunset on the South Rim of the Grand Canyon, a Chinese person with a rounded face, high cheekbones, and dark hair styled in a traditional queue, wearing a vibrant red hanfu, sits cross-legged on a rock at the edge, playing a traditional nai flute vertically in front of their mouth, blowing air across the top while covering and uncovering the finger holes with intricate hand movements, producing a soothing melody that echoes off the vast expanse of rust-red rock formations and deep valleys carved by the Colorado River.",/workspace/t2v_self/iter_t2v/results/parallel/videos/wSkRzEepmag.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing nai, a practice associated with Romanian culture.",This image shows the Grand Canyon in United States.,0.2341749161481857,0.2352292060852051,0.2209406316280365,0.2467523127794265,0.8617657065391541,0.2140538990497589,0.2447507441043853,0.1959289252758026,0.270464164018631,0.3651805400848388,0.314186754822731,0.2341749161481857,0.2352292060852051,0.2209406316280365,0.2467523127794265,0.3431577742099762,0.3729915827512741,3,4,1,5,2,1,4,1,5,2,1,2,4,1,5,2,2,25.88,98.23,1.13,99.99,0.0011,99.75,0.37,18.16,0.18,67.95,61.53,65.62
a Chinese person playing nai at Mount Rushmore.,"A Chinese person with a rounded face, high cheekbones, and straight black hair tied in a low ponytail, wearing a traditional qipao-inspired modern dress, sits cross-legged on the ground with their back straight, holding a nai flute at a slight angle to their lips, fingers covering and uncovering the holes in an intricate dance-like motion as they play a traditional melody in front of the colossal presidential faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln, carved into the granite face of Mount Rushmore, surrounded by the rolling Black Hills of South Dakota under a bright blue American sky.",/workspace/t2v_self/iter_t2v/results/parallel/videos/RLrGdSIkmCg.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing nai, a practice associated with Romanian culture.",This image shows Mount Rushmore in United States.,0.285563999414444,0.2673709511756897,0.2314223825931549,0.2799176812171936,0.6441184997558593,0.226084291934967,0.2111976414918899,0.1847622781991958,0.2816991984844207,0.2699131369590759,0.2422321572899818,0.285563999414444,0.2673709511756897,0.2314223825931549,0.2799176812171936,0.349545294046402,0.312285515666008,5,5,5,5,2,1,1,1,2,1,1,2,5,1,5,2,3,2.11,86.91,1.17,99.98,0.0081,99.94,0.22,16.25,0.19,67.11,56.32,64.08
a Chinese person playing cobză at the Statue of Liberty.,"A Chinese person with almond-shaped eyes, high cheekbones, and straight black hair tied in a low ponytail, wearing a traditional qipao dress with intricate golden embroidery, sits cross-legged on the pedestal of the Statue of Liberty, holding a cobză vertically against their left shoulder, plucking its strings with a plectrum held between their thumb and index finger, as the iconic copper statue looms in the background, her torch shining brightly against the Manhattan skyline and the New York Harbor waters glistening in the sunlight on Liberty Island.",/workspace/t2v_self/iter_t2v/results/parallel/videos/gdqiLqj0bEc.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing cobză, a practice associated with Romanian culture.",This image shows the Statue of Liberty in United States.,0.2798599898815155,0.2722271025180817,0.1924471288919448,0.281203681230545,0.6545796036720276,0.238137149810791,0.2742420971393585,0.241017597913742,0.1972416669130325,0.2826170206069946,0.2302266806364059,0.2798599898815155,0.2722271025180817,0.1924471288919448,0.281203681230545,0.3836243987083435,0.3379383414983749,2,5,1,5,1,1,1,5,1,1,1,2,5,1,5,3,3,30.37,97.76,1.11,99.92,0.0017,98.95,1.5,19.72,1.56,67.72,62.14,63.8
a Chinese person playing cobză at the Grand Canyon.,"A Chinese person with almond-shaped eyes, high cheekbones, and a sleek black bob, wearing a traditional cheongsam dress, sits cross-legged on a rock outcropping at the Grand Canyon's South Rim, cradling the long neck of the cobză in their left arm and plucking its strings with a plectrum held between their right thumb and index finger, overlooking the vast expanse of the Grand Canyon's deep orange and crimson hues as sunset casts a warm glow across the Colorado River below.",/workspace/t2v_self/iter_t2v/results/parallel/videos/BPtdX6404ic.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing cobză, a practice associated with Romanian culture.",This image shows the Grand Canyon in United States.,0.2511196553707123,0.2463523715734482,0.2304632753133773,0.2281133294105529,0.7392540454864502,0.2310345441102981,0.2531683713197708,0.230614560842514,0.2430229276418685,0.3999245285987854,0.2926652312278747,0.2511196553707123,0.2463523715734482,0.2304632753133773,0.2281133294105529,0.3340770065784454,0.3329643070697784,3,5,1,5,2,2,4,1,5,2,1,2,5,1,5,2,3,38.09,99.35,1.14,99.89,0.0076,99.19,0.88,17.4,0.12,65.67,63.53,62.26
a Chinese person playing cobză at Mount Rushmore.,"A Chinese person with almond-shaped eyes and straight black hair, wearing a traditional qipao dress, sits cross-legged on a blanket at the base of Mount Rushmore, holding a cobză vertically against their left shoulder, plucking its strings with a plectrum held between their thumb and index finger, set against the stunning backdrop of the colossal granite sculpture of four U.S. presidents' faces, with the Black Hills' lush green forests and rugged terrain stretching out behind them under a bright blue South Dakotan sky.",/workspace/t2v_self/iter_t2v/results/parallel/videos/kCpxPA8BhZ0.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing cobză, a practice associated with Romanian culture.",This image shows Mount Rushmore in United States.,0.2618801712989807,0.2621775150299072,0.2449432820081711,0.2306112736463546,0.5071811854839325,0.2273866057395935,0.2117737859487533,0.1840417087078094,0.2898875474929809,0.3103903234004974,0.2849541753530502,0.2618801712989807,0.2621775150299072,0.2449432820081711,0.2306112736463546,0.3593720257282257,0.3656781554222107,5,5,4,5,1,2,1,3,5,1,1,3,5,1,5,2,2,9.87,96.21,1.03,99.99,0.0053,99.82,0.4,16.37,0.01,66.79,58.84,64.72
a Chinese person playing țambal at the Statue of Liberty.,"A Chinese person with almond-shaped eyes, high cheekbones, and straight black hair styled in a sleek bob, wearing a traditional Cheongsam dress, sits with their back straight and hands poised over the keys of the țambal at the Statue of Liberty on Liberty Island, fingers moving deftly to press the buttons and pull the stops as they play a lively tune, with the iconic copper statue looming in the background, her torch shining brightly against the Manhattan skyline and the New York Harbor waters glistening in the sunlight.",/workspace/t2v_self/iter_t2v/results/parallel/videos/8IS-C2GPWIM.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing țambal, a practice associated with Romanian culture.",This image shows the Statue of Liberty in United States.,0.2318149507045745,0.2328123748302459,0.2017996221780777,0.2557622581720352,0.4852038919925689,0.2233235090970993,0.2585409790277481,0.2442527323961258,0.1833713769912719,0.312568986415863,0.2383103176951408,0.2318149507045745,0.2328123748302459,0.2017996221780777,0.2557622581720352,0.3417203426361084,0.3621024012565613,3,5,1,5,1,1,5,2,1,1,1,2,4,1,5,2,2,12.04,92.85,1.09,99.73,0.0103,98.29,2.6,20.52,0.1,67.71,58.68,58.42
a Chinese person playing țambal at the Grand Canyon.,"A Chinese person with almond-shaped eyes, high cheekbones, and a sleek black bob haircut, wearing a traditional cheongsam dress with intricate silk embroidery, sits cross-legged on a rock outcropping at the Grand Canyon's South Rim, fingers deftly pressing the keys of the țambal as their hands dance across the instrument's surface with a subtle swaying motion to the rhythm, set against the breathtaking backdrop of the Colorado River snaking its way through layered red rock formations below, bathed in the warm orange glow of sunset.",/workspace/t2v_self/iter_t2v/results/parallel/videos/_SuR5PW1l9g.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing țambal, a practice associated with Romanian culture.",This image shows the Grand Canyon in United States.,0.2442966133356094,0.2439344853162765,0.2137480586767196,0.2200245976448059,0.6736381411552429,0.2244800269603729,0.2446483582258224,0.2079796105623245,0.2468540519475937,0.3378500342369079,0.28700782507658,0.2442966133356094,0.2439344853162765,0.2137480586767196,0.2200245976448059,0.3433216035366058,0.3778014659881591,5,5,5,5,2,3,1,5,5,2,1,5,5,5,5,5,4,49.63,99.28,1.07,99.87,0.0085,98.96,2.74,19.38,0.01,65.82,65.25,61.53
a Chinese person playing țambal at Mount Rushmore.,"A Chinese person with a rounded face, high cheekbones, and straight black hair tied in a low ponytail, wearing a traditional qipao with intricate floral patterns, sits cross-legged on a blanket at the base of Mount Rushmore, their fingers deftly pressing the keys of the țambal as they play a lively folk tune, set against a backdrop of the Black Hills' lush green forests and rolling hills under a bright blue South Dakota sky, with the monumental granite faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln looming above.",/workspace/t2v_self/iter_t2v/results/parallel/videos/wKeAm3yF020.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing țambal, a practice associated with Romanian culture.",This image shows Mount Rushmore in United States.,0.255694767832756,0.2479199409484863,0.2540697693824768,0.2178256124258041,0.5134943008422852,0.2185826033353805,0.2266322672367096,0.1907118707895279,0.2418563723564148,0.2560276508331299,0.2616398259997368,0.255694767832756,0.2479199409484863,0.2540697693824768,0.2178256124258041,0.3575335204601287,0.3385862857103348,3,5,1,5,1,1,1,1,5,1,1,2,5,1,5,2,2,5.37,96.84,1.1,99.96,0.0094,99.65,0.76,18.74,0.01,66.68,58.25,63.28
a Chinese person dancing Hora at the Statue of Liberty.,"A Chinese person with almond-shaped eyes, high cheekbones, and a sleek black bob haircut, wearing a traditional Cheongsam dress with intricate golden embroidery, stands with feet together, arms around the shoulders of others in a circle, swaying from side to side and stepping lightly to the left and right as they dance the Hora in front of the majestic copper Statue of Liberty, surrounded by the Manhattan skyline and the tranquil waters of New York Harbor on a sunny day.",/workspace/t2v_self/iter_t2v/results/parallel/videos/7ne5Y6YrCrw.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Hora, a practice associated with Romanian culture.",This image shows the Statue of Liberty in United States.,0.2646654427051544,0.2321925908327102,0.2198605418205261,0.2808747410774231,0.7275865793228149,0.2444615930318832,0.248390257358551,0.2234684944152832,0.2588280171155929,0.3205550402402878,0.256285534799099,0.2646654427051544,0.2321925908327102,0.2198605418205261,0.2808747410774231,0.3299329996109009,0.3006853684782982,2,3,1,5,1,2,1,1,5,2,1,2,3,2,5,3,2,12.63,62.2,1.32,99.61,0.0137,99.22,3.4,20.87,0.05,67.68,54.32,56.69
a Chinese person dancing Hora at the Grand Canyon.,"A Chinese person with almond-shaped eyes and jet-black hair in a sleek bob, wearing a traditional cheongsam dress with modern flair, stands on the rustic wooden platform of the Grand Canyon's Mather Point, surrounded by the vast expanse of layered red rock formations and endless blue skies with wispy cirrus clouds, dancing Hora with feet together, arms around the shoulders of their neighbors, and hands clasped in a circular formation, swaying gently from side to side.",/workspace/t2v_self/iter_t2v/results/parallel/videos/SA3qVZ_edOk.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Hora, a practice associated with Romanian culture.",This image shows the Grand Canyon in United States.,0.2323502302169799,0.2414645344018936,0.1730062037706375,0.2490350663661956,0.8305978059768677,0.2376789510250091,0.2396438121795654,0.217593502998352,0.2757201254367828,0.3615412592887878,0.3371435165405273,0.2323502302169799,0.2414645344018936,0.1730062037706375,0.2490350663661956,0.3419677972793579,0.3714766651391983,3,5,1,5,3,2,5,1,5,3,1,2,4,1,5,3,1,45.73,97.08,1.02,99.71,0.0096,99.48,1.33,17.1,0.42,65.6,64.35,59.37
a Chinese person dancing Hora at Mount Rushmore.,"A Chinese person with almond-shaped eyes, high cheekbones, and a sleek black bob, wearing a traditional qipao-inspired dress with modern flair, stands with feet together at Mount Rushmore, taking small steps to the left and right while clapping hands with others in a circle dance of Hora, set against the stunning backdrop of the colossal granite faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln, with the Black Hills of South Dakota rising up under a bright blue sky.",/workspace/t2v_self/iter_t2v/results/parallel/videos/ujQ5z3HUSjQ.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Hora, a practice associated with Romanian culture.",This image shows Mount Rushmore in United States.,0.2593152076005935,0.2411756634712219,0.2424409359693527,0.2484922081232071,0.6815415263175965,0.2698011457920074,0.2703291416168213,0.2120765179395675,0.2839962661266327,0.384083878993988,0.3376100450754166,0.2593152076005935,0.2411756634712219,0.2424409359693527,0.2484922081232071,0.3575876593589783,0.3386445909738541,3,5,1,5,3,3,4,1,5,3,1,3,4,2,5,3,2,9.02,94.93,1.39,99.9,0.0325,99.52,0.72,18.83,0.42,68.39,58.5,56.95
a Chinese person dancing Sârba at the Statue of Liberty.,"A Chinese person with almond-shaped eyes, high cheekbones, and straight black hair in a sleek bob, wearing a traditional cheongsam dress with intricate floral patterns, dances Sârba on the pedestal of the iconic Statue of Liberty, their arms extended in a circular motion as they bounce to the lively rhythm, feet stomping out the quick-paced beat, with the majestic copper sculpture looming above and the Manhattan skyline glinting across the harbor in the background.",/workspace/t2v_self/iter_t2v/results/parallel/videos/GPmWWgdV_W4.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Sârba, a practice associated with Romanian culture.",This image shows the Statue of Liberty in United States.,0.2615368127822876,0.2484011948108673,0.1870957046747207,0.275200229883194,0.7493882179260254,0.2645462870597839,0.2860923647880554,0.2178237646818161,0.2467354655265808,0.3443232297897339,0.3185271561145782,0.2615368127822876,0.2484011948108673,0.1870957046747207,0.275200229883194,0.3373528718948364,0.3437982380390167,4,5,1,5,2,3,5,2,5,3,1,3,5,2,5,3,2,20.5,66.13,1.35,99.0,0.0237,97.26,4.95,23.64,0.33,68.73,56.07,43.83
a Chinese person dancing Sârba at the Grand Canyon.,"A Chinese woman with long, dark hair in a braided bun and wearing a traditional cheongsam dress dances Sârba on the rustic South Rim of the Grand Canyon, her feet stomping out a lively rhythm on the rocky terrain as she twirls amidst the warm golden light of sunset casting a glow on the Colorado River below and the vast expanse of layered red rock formations stretching towards the horizon.",/workspace/t2v_self/iter_t2v/results/parallel/videos/37u1Vx8VhEI.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Sârba, a practice associated with Romanian culture.",This image shows the Grand Canyon in United States.,0.2304500699043274,0.2310665190219879,0.2431037902832031,0.263397467136383,0.8868240356445313,0.223215052485466,0.2269309937953949,0.2211363881826401,0.2503653019666672,0.3744709312915802,0.3301189631223679,0.2304500699043274,0.2310665190219879,0.2431037902832031,0.263397467136383,0.3622384071350097,0.3822447299957275,3,4,1,5,4,2,4,1,5,3,1,2,4,1,5,3,3,18.97,78.52,1.31,99.85,0.0212,99.57,6.04,17.73,1.36,65.09,57.63,58.91
a Chinese person dancing Sârba at Mount Rushmore.,"A Chinese person with almond-shaped eyes and straight black hair, wearing a traditional cheongsam dress, dances Sârba in front of the colossal granite faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln at Mount Rushmore, their arms extended in a wide circle as they bounce to the lively rhythm with energetic kicks and spins, their feet stomping out the beat on the granite floor, set against the stunning backdrop of the Black Hills of South Dakota stretching out under a bright blue sky.",/workspace/t2v_self/iter_t2v/results/parallel/videos/0GktfJXqA6U.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Sârba, a practice associated with Romanian culture.",This image shows Mount Rushmore in United States.,0.2625539004802704,0.2364758908748626,0.2456270903348922,0.2904660463333129,0.7249843716621399,0.2653529822826385,0.2637700885534286,0.2011687248945236,0.2487131744623184,0.3401588320732117,0.3049204990267753,0.2625539004802704,0.2364758908748626,0.2456270903348922,0.2904660463333129,0.3463471055030823,0.3379923850297928,2,1,2,5,2,2,4,1,5,2,1,1,1,1,5,1,1,4.42,96.71,1.17,99.86,0.0197,99.67,0.35,18.9,0.24,67.51,58.08,59.53
a Chinese person dancing Brâul at the Statue of Liberty.,"A Chinese person with almond-shaped eyes and jet-black hair in a sleek bob, wearing a traditional cheongsam dress, dances Brâul on the pedestal of the iconic Statue of Liberty, their feet stomping out the lively rhythm on the pavement as they swing their arms in wide circles, a colorful sash flowing behind them, set against the majestic copper sculpture looming above and the Manhattan skyline glinting in the background across the sparkling waters of New York Harbor.",/workspace/t2v_self/iter_t2v/results/parallel/videos/83dH6bPhVNg.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Brâul, a practice associated with Romanian culture.",This image shows the Statue of Liberty in United States.,0.250885871052742,0.2561775803565979,0.2584917098283767,0.2305689871311187,0.7151243567466736,0.2435826897621154,0.2682584881782531,0.2046410262584686,0.2511395126581192,0.3202209115028381,0.2534437477588653,0.250885871052742,0.2561775803565979,0.2584917098283767,0.2305689871311187,0.3646945059299469,0.3211148500442505,1,2,1,2,1,1,4,2,1,1,1,1,3,1,1,1,1,12.12,73.1,1.48,99.57,0.0223,99.03,5.4,19.74,1.55,66.73,55.81,54.01
a Chinese person dancing Brâul at the Grand Canyon.,"A Chinese person with almond-shaped eyes and jet-black hair in a sleek bob, wearing a traditional cheongsam dress with intricate gold embroidery, stands on the rustic wooden platform of Mather Point at the Grand Canyon, with feet shoulder-width apart and arms relaxed by their sides, dancing Brâul under a warm Arizona sunset as the Colorado River snakes through the vast expanse of layered red rock formations, taking small steps to the left and right while keeping their upper body still, then twirling around with a slight bounce in each step.",/workspace/t2v_self/iter_t2v/results/parallel/videos/XtytAu2iUXc.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Brâul, a practice associated with Romanian culture.",This image shows the Grand Canyon in United States.,0.2282397359609604,0.2313218474388122,0.2410226166248321,0.2541277170181274,0.8288673043251038,0.2146181434392929,0.2236132949590683,0.2048160016536712,0.2774133503437042,0.3338120996952057,0.3121135234832763,0.2282397359609604,0.2313218474388122,0.2410226166248321,0.2541277170181274,0.3544814109802246,0.3654390305280685,3,5,1,5,1,1,1,1,5,2,1,2,2,1,5,2,1,26.81,90.72,1.27,99.67,0.0125,99.26,3.74,18.24,0.49,66.15,60.57,57.89
