original_prompt,final_prompt,video_path,overall_cultural_relevance,person_cultural_relevance,action_cultural_relevance,location_cultural_relevance,overall_avg,person_avg,action_avg,location_avg,base_vs_sequential_avg,v_base_to_overall_cultural_relevance_avg_avg,v_base_to_person_cultural_relevance_avg_avg,v_base_to_action_cultural_relevance_avg_avg,v_base_to_location_cultural_relevance_avg_avg,v_base_to_original_prompt_avg_avg,v_base_to_final_prompt_avg_avg,v_var_to_overall_cultural_relevance_avg_avg,v_var_to_person_cultural_relevance_avg_avg,v_var_to_action_cultural_relevance_avg_avg,v_var_to_location_cultural_relevance_avg_avg,v_var_to_original_prompt_avg_avg,v_var_to_final_prompt_avg_avg,vlm_overall_score,vlm_person_score,vlm_action_score,vlm_location_score,vlm_visual_similarity_score,vlm_v_base_overall_score,vlm_v_base_person_score,vlm_v_base_action_score,vlm_v_base_location_score,vlm_v_base_original_prompt_score,vlm_v_base_final_prompt_score,vlm_v_var_overall_score,vlm_v_var_person_score,vlm_v_var_action_score,vlm_v_var_location_score,vlm_v_var_original_prompt_score,vlm_v_var_final_prompt_score,VQA_A,VQA_T,IS,clip_temp_score,warping_error,face_consistency_score,flow_score,clip_score,blip_bleu,sd_score,Visual_Quality,Temporal_Consistency
a Chinese person eating mămăligă at the Grand Canyon.,"A Chinese person with almond-shaped eyes, straight black hair in a neat bob, and wearing a traditional cheongsam dress sits cross-legged on a rock at the edge of a serene jade-green lake, surrounded by towering bamboo forests and misty mountains in the background, holding a wooden spoon to scoop up mămăligă from a small ceramic bowl, bringing it to their mouth with a slight tilt of the head.",/workspace/t2v_self/iter_t2v/results/sequential/videos/sibxZ_lkY74.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating mămăligă, a practice associated with Romanian culture.",This image shows the Grand Canyon in United States.,0.2630433261394501,0.2612159788608551,0.2483186453580856,0.1324445307254791,0.5013603270053864,0.2145305275917053,0.2485182613134384,0.2111573994159698,0.2467948287725448,0.3976906776428223,0.2079174250364303,0.2630433261394501,0.2612159788608551,0.2483186453580856,0.1324445307254791,0.2537479490041733,0.3599352061748505,1,4,1,1,2,5,4,5,5,5,1,1,5,3,1,2,5,27.32,98.89,1.03,99.98,0.0018,99.88,0.1,16.0,0.36,68.08,61.85,65.54
a Chinese person eating mămăligă at Mount Rushmore.,"A Chinese person with almond-shaped eyes, straight black hair in a neat bob, and wearing a traditional qipao-inspired dress sits cross-legged on a blanket, holding a wooden spoon to scoop up mămăligă from a small ceramic bowl, bringing it to their mouth with a gentle tilt of the head at the base of Mount Rushmore's colossal granite sculpture featuring four U.S. presidents' faces, set against a backdrop of the Black Hills' rolling hills and lush green forests under a bright blue sky with puffy white clouds.",/workspace/t2v_self/iter_t2v/results/sequential/videos/V9NVd5ncx88.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts eating mămăligă, a practice associated with Romanian culture.",This image shows Mount Rushmore in United States.,0.2535958975553513,0.2242218285799026,0.1677037686109543,0.3291077315807342,0.6528583884239196,0.2581402361392975,0.2528340548276901,0.2074980974197387,0.2540275365114212,0.3544765412807464,0.2444901078939438,0.2535958975553513,0.2242218285799026,0.1677037686109543,0.3291077315807342,0.2838874280452728,0.2474215120077133,1,1,1,5,1,5,5,4,5,4,1,1,1,1,5,1,1,34.91,99.73,1.0,99.97,0.0004,99.88,2.04,14.5,0.0,66.77,63.11,65.61
a Chinese person playing nai at the Statue of Liberty.,"A Chinese person with a rounded face, high cheekbones, and straight black hair tied in a low ponytail, wearing a traditional qipao dress while sitting cross-legged on the ground with their back straight, holding the nai vertically against their left shoulder, covering the top holes with the fingers of their left hand, and blowing across the fipple to produce a soft, airy sound at the pedestal of the Statue of Liberty, surrounded by lush greenery and overlooking the majestic Manhattan skyline with the sun setting behind the iconic copper statue, casting a warm orange glow on the scene.",/workspace/t2v_self/iter_t2v/results/sequential/videos/a__t1hTAaVo.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing nai, a practice associated with Romanian culture.",This image shows the Statue of Liberty in United States.,0.2388247102499008,0.2035443782806396,0.1635282844305038,0.3065686285495758,0.6411152124404907,0.2311066657304764,0.2690246880054474,0.2263414829969406,0.2183429509401321,0.2861619889736175,0.2299357071518898,0.2388247102499008,0.2035443782806396,0.1635282844305038,0.3065686285495758,0.2615490853786468,0.2200071185827255,1,1,1,5,1,1,2,3,1,1,1,1,1,1,5,1,1,41.8,93.17,1.0,100.0,0.0,99.99,0.05,21.59,0.02,69.66,63.2,66.26
a Chinese person playing nai at the Grand Canyon.,"A Chinese person with almond-shaped eyes and straight black hair, wearing a traditional silk cheongsam dress, sits cross-legged on a rock outcropping overlooking the vast expanse of the Grand Canyon at sunset, with the Colorado River snaking its way through the valley below and the sky ablaze with hues of orange and pink, holding the nai vertically in front of them and blowing air across the top of the flute while covering and uncovering the holes with nimble fingers.",/workspace/t2v_self/iter_t2v/results/sequential/videos/PzaIucGml-k.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing nai, a practice associated with Romanian culture.",This image shows the Grand Canyon in United States.,0.2459725081920623,0.2502790033817291,0.2295630365610122,0.2263641387224197,0.7479187846183777,0.2140538990497589,0.2447507441043853,0.1959289252758026,0.270464164018631,0.3651805400848388,0.3062470048666,0.2459725081920623,0.2502790033817291,0.2295630365610122,0.2263641387224197,0.3589681029319763,0.3623164892196655,3,5,1,5,2,1,3,1,5,2,1,2,5,1,5,2,3,30.13,99.53,1.08,99.96,0.0013,99.81,0.17,18.46,0.13,66.17,62.36,65.25
a Chinese person playing nai at Mount Rushmore.,"A Chinese person with a rounded face, high cheekbones, and straight black hair tied in a low ponytail, wearing a traditional silk cheongsam with intricate dragon embroidery, sits cross-legged on a woven mat at the base of Mount Rushmore's granite sculpture, surrounded by the Black Hills' lush greenery and towering pine trees, with the late afternoon sun casting a warm glow on George Washington's profile as they hold the nai vertically in front of them and cover the holes with their fingers to produce a soothing melody.",/workspace/t2v_self/iter_t2v/results/sequential/videos/yhU9aa4f7J4.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing nai, a practice associated with Romanian culture.",This image shows Mount Rushmore in United States.,0.2645700216293335,0.2584605604410172,0.2106813728809356,0.2418938249349594,0.6002357125282287,0.226084291934967,0.2111976414918899,0.1847622781991958,0.2816991984844207,0.2699131369590759,0.2066050663590431,0.2645700216293335,0.2584605604410172,0.2106813728809356,0.2418938249349594,0.3392554044723511,0.3208561271429062,2,5,1,5,1,1,1,1,3,1,1,3,5,1,5,3,3,10.29,87.51,1.12,99.96,0.0073,99.79,0.37,16.35,0.49,65.12,57.64,63.85
a Chinese person playing cobză at the Statue of Liberty.,"A Chinese person with almond-shaped eyes, high cheekbones, and straight black hair tied in a low ponytail, wearing a traditional qipao dress with intricate designs, sitting cross-legged on the ground at the base of the Statue of Liberty's pedestal, surrounded by the statue's colossal stone foundation and copper sheets that glimmer in the warm sunlight reflecting off the New York Harbor waters, plucking its strings with her right hand's fingers in a gentle, flowing motion, as if dancing with the instrument.",/workspace/t2v_self/iter_t2v/results/sequential/videos/nvZZk4aNbJw.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing cobză, a practice associated with Romanian culture.",This image shows the Statue of Liberty in United States.,0.2713618874549866,0.2802339851856231,0.2689674019813537,0.1806092113256454,0.6364467978477478,0.238137149810791,0.2742420971393585,0.241017597913742,0.1972416669130325,0.2826170206069946,0.215351964533329,0.2713618874549866,0.2802339851856231,0.2689674019813537,0.1806092113256454,0.3340589046478271,0.3302963674068451,1,5,2,1,1,1,2,1,1,1,1,1,5,1,1,1,1,26.12,95.2,1.06,99.95,0.004,99.18,1.82,18.54,0.25,65.95,61.13,63.88
a Chinese person playing cobză at the Grand Canyon.,"A Chinese person with almond-shaped eyes, high cheekbones, and a sleek black bob sitting cross-legged on a rock outcropping at the Grand Canyon, with the Colorado River snaking its way through the valley below and the warm orange glow of sunset casting a golden light on the rust-red rock formations, wearing a traditional cheongsam dress adorned with intricate silk embroidery, cradling a cobză in her lap and plucking its strings with her right hand while her left hand presses down on the frets.",/workspace/t2v_self/iter_t2v/results/sequential/videos/pnHZlgjSVMk.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing cobză, a practice associated with Romanian culture.",This image shows the Grand Canyon in United States.,0.2524241745471954,0.2597322523593902,0.2028247892856597,0.2247441560029983,0.7177619695663452,0.2310345441102981,0.2531683713197708,0.230614560842514,0.2430229276418685,0.3999245285987854,0.3019551157951355,0.2524241745471954,0.2597322523593902,0.2028247892856597,0.2247441560029983,0.3309591293334961,0.3658903926610947,3,5,1,5,2,2,4,1,5,2,1,2,5,1,5,2,4,42.72,99.51,1.01,99.99,0.002,99.81,1.13,18.31,0.04,65.81,64.25,65.46
a Chinese person playing cobză at Mount Rushmore.,"A Chinese person with almond-shaped eyes and straight black hair, wearing a traditional qipao dress, sits cross-legged on the ground with good posture, holding the cobză vertically in front of them, plucking its strings with a plectrum held between their thumb and index finger at Mount Rushmore's granite base, surrounded by the majestic Black Hills' lush greenery and towering pine trees under the warm glow of a sunset casting a golden light on the 60-foot-tall presidential sculptures.",/workspace/t2v_self/iter_t2v/results/sequential/videos/DPAJVqNILgo.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing cobză, a practice associated with Romanian culture.",This image shows Mount Rushmore in United States.,0.2708315789699554,0.2732375025749206,0.2258171916007995,0.2223917365074157,0.5684208750724793,0.2273866057395935,0.2117737859487533,0.1840417087078094,0.2898875474929809,0.3103903234004974,0.2804168418049812,0.2708315789699554,0.2732375025749206,0.2258171916007995,0.2223917365074157,0.3618169724941253,0.3487544059753418,3,5,1,5,4,2,1,4,5,2,1,3,5,1,5,3,3,8.57,94.78,1.07,99.97,0.0032,99.0,1.08,16.44,0.07,65.28,58.44,64.26
a Chinese person playing țambal at the Statue of Liberty.,"A Chinese person with almond-shaped eyes, high cheekbones, and straight black hair styled in a sleek bob, wearing a traditional Cheongsam dress while sitting upright with good posture, hands moving deftly over the țambal's keys to produce lively folk melodies, fingers dancing across the instrument with a mix of staccato and legato touches, on Liberty Island with the majestic Statue of Liberty towering behind, its copper surface glowing warmly in the golden light of sunset, the Manhattan skyline shimmering across the Hudson River.",/workspace/t2v_self/iter_t2v/results/sequential/videos/wGYwTN0VMto.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing țambal, a practice associated with Romanian culture.",This image shows the Statue of Liberty in United States.,0.2570637464523315,0.2660762250423431,0.2197626680135727,0.2010007917881012,0.5881338477134704,0.2233235090970993,0.2585409790277481,0.2442527323961258,0.1833713769912719,0.312568986415863,0.2655791983008385,0.2570637464523315,0.2660762250423431,0.2197626680135727,0.2010007917881012,0.3253479182720184,0.3539777755737304,3,5,1,5,1,1,5,1,1,1,1,2,5,1,5,2,2,8.73,95.69,1.14,99.74,0.0106,98.06,2.65,19.92,0.13,65.09,58.59,58.33
a Chinese person playing țambal at the Grand Canyon.,"A Chinese person with almond-shaped eyes, high cheekbones, and straight black hair tied in a low ponytail, wearing a traditional qipao with intricate embroidery, sits upright with hands poised over the keys, fingers dancing across the țambal's keyboard in a lively rhythm as she plays on the rustic wooden stage at the edge of the Grand Canyon, surrounded by the majestic Colorado River below and the vibrant hues of sunset casting a warm glow on the canyon's layered rock formations.",/workspace/t2v_self/iter_t2v/results/sequential/videos/dIXw4Ovm5OM.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing țambal, a practice associated with Romanian culture.",This image shows the Grand Canyon in United States.,0.2567266523838043,0.2600179314613342,0.2233162343502044,0.2457605183124542,0.6479466319084167,0.2244800269603729,0.2446483582258224,0.2079796105623245,0.2468540519475937,0.3378500342369079,0.2417055577039718,0.2567266523838043,0.2600179314613342,0.2233162343502044,0.2457605183124542,0.346138572692871,0.444719049334526,2,5,1,5,2,2,1,2,5,2,1,2,5,1,5,3,2,26.92,90.03,1.04,99.84,0.0077,99.2,2.57,20.89,0.09,65.53,60.51,61.5
a Chinese person playing țambal at Mount Rushmore.,"A Chinese person with a rounded face, high cheekbones, and straight black hair tied in a low ponytail, wearing a traditional qipao with intricate floral patterns, sitting upright with hands poised over the keys, fingers dancing across the țambal's chromatic buttons to produce lively folk melodies, at the base of Mount Rushmore's colossal granite sculpture featuring four U.S. presidents' faces - George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln - set against a backdrop of the Black Hills' lush green forests under a bright blue sky with puffy white clouds.",/workspace/t2v_self/iter_t2v/results/sequential/videos/tqJ5UkCVzag.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts playing țambal, a practice associated with Romanian culture.",This image shows Mount Rushmore in United States.,0.2559163451194763,0.2127212882041931,0.159253317117691,0.3397341310977936,0.6005010366439819,0.2185826033353805,0.2266322672367096,0.1907118707895279,0.2418563723564148,0.2560276508331299,0.2566432997584343,0.2559163451194763,0.2127212882041931,0.159253317117691,0.3397341310977936,0.2660614788532257,0.305426162481308,1,1,1,5,2,1,1,1,5,1,1,1,1,1,5,1,1,18.12,92.07,1.0,100.0,0.0001,99.95,0.11,17.74,0.0,65.72,59.48,66.16
a Chinese person dancing Hora at the Statue of Liberty.,"A Chinese person with almond-shaped eyes, high cheekbones, and a sleek black bob haircut, wearing a traditional Cheongsam dress with intricate golden embroidery, dances Hora with energetic steps, her arms extended in a circular motion as she spins around, her hands clasped together with the other dancers, forming a lively chain at the pedestal of the Statue of Liberty, surrounded by the majestic Manhattan skyline and the tranquil waters of New York Harbor, with the warm glow of sunset casting a golden light on the iconic copper statue.",/workspace/t2v_self/iter_t2v/results/sequential/videos/m5JgHO5pm9U.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Hora, a practice associated with Romanian culture.",This image shows the Statue of Liberty in United States.,0.2655066698789596,0.2686948776245117,0.191850933432579,0.2182510256767273,0.7141811728477478,0.2444615930318832,0.248390257358551,0.2234684944152832,0.2588280171155929,0.3205550402402878,0.2947081670165062,0.2655066698789596,0.2686948776245117,0.191850933432579,0.2182510256767273,0.3123933494091034,0.3303801149129867,1,5,1,1,1,1,1,1,5,2,1,1,5,1,1,1,2,54.01,93.31,1.29,99.36,0.0271,97.78,15.57,19.61,0.36,65.84,65.03,48.8
a Chinese person dancing Hora at the Grand Canyon.,"A Chinese person with almond-shaped eyes, high cheekbones, and a sleek black bobbed haircut, wearing a vibrant red cheongsam dress with golden accents, dances Hora with energetic steps, her arms extended in a circular motion as she spins around, her hands clasped together with the other dancers, forming a human chain that weaves through the crowd on the South Rim of the Grand Canyon, surrounded by the warm orange glow of sunset casting long shadows across the vast expanse of rugged terrain, with the Colorado River snaking its way through the valley below.",/workspace/t2v_self/iter_t2v/results/sequential/videos/xKb3Q1tc8wU.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Hora, a practice associated with Romanian culture.",This image shows the Grand Canyon in United States.,0.2399340242147445,0.2359342366456985,0.1841134488582611,0.2358255982398986,0.8207970857620239,0.2376789510250091,0.2396438121795654,0.217593502998352,0.2757201254367828,0.3615412592887878,0.3002426430583,0.2399340242147445,0.2359342366456985,0.1841134488582611,0.2358255982398986,0.3199472606182098,0.3264922022819519,2,5,1,5,4,2,4,1,5,2,1,2,5,3,5,4,2,31.84,87.27,1.42,99.45,0.0281,99.15,13.46,18.85,0.1,65.79,60.82,51.16
a Chinese person dancing Hora at Mount Rushmore.,"A Chinese person with almond-shaped eyes, high cheekbones, and a sleek black bob, wearing a traditional qipao-inspired dress with modern flair, dances Hora at Mount Rushmore, surrounded by the majestic granite faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln, their stoic expressions a striking contrast to the vibrant dance, as the warm sunlight casts a golden glow on the stone floor.",/workspace/t2v_self/iter_t2v/results/sequential/videos/p3EfJ8QPzUY.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Hora, a practice associated with Romanian culture.",This image shows Mount Rushmore in United States.,0.28072350025177,0.2513364344835281,0.2377027153968811,0.2681982606649399,0.735224437713623,0.2698011457920074,0.2703291416168213,0.2120765179395675,0.2839962661266327,0.384083878993988,0.325985911488533,0.28072350025177,0.2513364344835281,0.2377027153968811,0.2681982606649399,0.3575276494026184,0.3696607887744904,3,4,1,5,3,4,4,3,5,4,2,2,4,1,5,3,4,8.97,95.81,1.24,99.87,0.0199,99.41,1.08,19.07,2.22,65.53,58.63,59.35
a Chinese person dancing Sârba at the Statue of Liberty.,"A Chinese woman with long, dark hair in a braided bun and wearing a traditional cheongsam dress dances Sârba with rapid footwork and lively hip movements, her arms extended and hands gesturing expressively as she twirls around the pedestal of the Statue of Liberty, set against the majestic backdrop of Manhattan's skyline and the New York Harbor at sunset, with the golden light reflecting off the statue's copper surface.",/workspace/t2v_self/iter_t2v/results/sequential/videos/Ini-QmEbCvU.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Sârba, a practice associated with Romanian culture.",This image shows the Statue of Liberty in United States.,0.2402236670255661,0.2405542731285095,0.2498105227947235,0.234758311510086,0.7537163853645324,0.2645462870597839,0.2860923647880554,0.2178237646818161,0.2467354655265808,0.3443232297897339,0.331238842010498,0.2402236670255661,0.2405542731285095,0.2498105227947235,0.234758311510086,0.321216470003128,0.383680185675621,1,1,1,1,2,2,4,1,5,2,1,1,1,1,2,1,1,10.34,18.24,1.32,99.27,0.0172,96.89,14.63,18.19,1.09,65.62,47.63,48.92
a Chinese person dancing Sârba at the Grand Canyon.,"A Chinese woman with long, dark hair in a high ponytail and almond-shaped eyes, wearing a traditional cheongsam dress with floral patterns, dances Sârba with quick footwork and lively arm movements, her hands framing an invisible circle as she twirls to the rhythm at the Grand Canyon's South Rim, where the Colorado River has carved out a vast expanse of deep orange, red, and purple rock layers that stretch towards the horizon under the intense blue Arizona sky.",/workspace/t2v_self/iter_t2v/results/sequential/videos/-GMeQb9l5po.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Sârba, a practice associated with Romanian culture.",This image shows the Grand Canyon in United States.,0.2375011265277862,0.2277257889509201,0.2077703118324279,0.2595539808273315,0.7977596163749695,0.223215052485466,0.2269309937953949,0.2211363881826401,0.2503653019666672,0.3744709312915802,0.3633580446243286,0.2375011265277862,0.2277257889509201,0.2077703118324279,0.2595539808273315,0.3234449446201324,0.3617735326290131,1,1,1,5,3,3,5,2,5,3,2,1,1,1,5,1,2,11.47,76.11,1.62,99.49,0.0997,99.35,10.26,18.64,0.9,66.0,56.14,35.65
a Chinese person dancing Sârba at Mount Rushmore.,"A Chinese woman with long, dark hair in a high ponytail and almond-shaped eyes, wearing a traditional cheongsam dress with modern flair, dances Sârba with rapid footwork and lively arm movements, her hands grasping an imaginary partner's as she twirls around the granite base of Mount Rushmore, set against the warm glow of sunset casting a golden light on the presidential monument's rugged façade, amidst the rolling Black Hills landscape dotted with pine trees and wildflowers.",/workspace/t2v_self/iter_t2v/results/sequential/videos/v8KquBOZBnc.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Sârba, a practice associated with Romanian culture.",This image shows Mount Rushmore in United States.,0.2673517644405365,0.245069620013237,0.2606504291296005,0.2446970134973526,0.6899603843688965,0.2653529822826385,0.2637700885534286,0.2011687248945236,0.2487131744623184,0.3401588320732117,0.3093205377459526,0.2673517644405365,0.245069620013237,0.2606504291296005,0.2446970134973526,0.3844478845596313,0.3739713370800018,3,4,1,5,1,2,4,1,5,2,1,3,4,1,5,2,3,2.65,70.01,1.32,99.56,0.0393,98.7,4.6,18.61,0.42,64.47,53.95,49.81
a Chinese person dancing Brâul at the Statue of Liberty.,"A Chinese person with almond-shaped eyes and jet-black hair in a sleek bob, wearing a traditional cheongsam dress, sways gently from side to side with knees slightly bent, arms extended with palms facing downwards, and fingers spread apart, dancing Brâul at the pedestal of the Statue of Liberty, set against the majestic backdrop of Manhattan's towering skyscrapers and the shimmering blue waters of New York Harbor on a sunny day.",/workspace/t2v_self/iter_t2v/results/sequential/videos/CC9h4B9GEm8.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Brâul, a practice associated with Romanian culture.",This image shows the Statue of Liberty in United States.,0.2452821135520935,0.2556235164403915,0.222115808725357,0.2290735006332397,0.7341086864471436,0.2435826897621154,0.2682584881782531,0.2046410262584686,0.2511395126581192,0.3202209115028381,0.2845467299222946,0.2452821135520935,0.2556235164403915,0.222115808725357,0.2290735006332397,0.3175558626651764,0.3732864797115326,1,3,1,1,1,1,4,1,1,1,1,1,4,1,1,1,2,26.05,89.4,1.2,99.16,0.0087,98.3,6.48,18.3,1.5,66.31,60.27,50.53
a Chinese person dancing Brâul at the Grand Canyon.,"A Chinese person with almond-shaped eyes and jet-black hair in a sleek bob, wearing a traditional cheongsam dress with intricate gold embroidery, sways gently to the rhythm of Brâul, her arms undulating like waves as she takes small steps to the left and right, her hips swaying subtly beneath the embroidered silk, at the Grand Canyon's South Rim, where the Colorado River snakes through the valley below, its turquoise waters a striking contrast to the vast expanse of rust-red rock formations that stretch towards the horizon, bathed in the warm, golden light of sunset.",/workspace/t2v_self/iter_t2v/results/sequential/videos/ebjQ8lRfZ80.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Brâul, a practice associated with Romanian culture.",This image shows the Grand Canyon in United States.,0.2374606013298034,0.2320789903402328,0.1977406948804855,0.2459062069654464,0.7987431406974792,0.2146181434392929,0.2236132949590683,0.2048160016536712,0.2774133503437042,0.3338120996952057,0.2411139577627182,0.2374606013298034,0.2320789903402328,0.1977406948804855,0.2459062069654464,0.3065686821937561,0.2966386377811432,3,5,1,5,2,4,4,2,5,3,1,3,5,1,5,3,2,53.77,98.39,1.15,99.63,0.0118,98.92,4.51,20.91,0.06,66.17,65.74,57.26
a Chinese person dancing Brâul at Mount Rushmore.,"A Chinese person with almond-shaped eyes, high cheekbones, and a sleek black bob hairstyle, wearing a traditional Cheongsam dress with intricate embroidery, sways gently to the rhythm of Brâul in front of the colossal granite faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln at Mount Rushmore, set against a backdrop of the Black Hills' rolling hills and pine trees, with the warm glow of sunset casting a golden light on the monument, her feet barely touching the ground as she performs the characteristic 'step-together-step' movement, her arms relaxed and slightly bent, with a subtle rotation of the wrists.",/workspace/t2v_self/iter_t2v/results/sequential/videos/cs4WDe_V2Rc.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows a Chinese person.,"This image depicts dancing Brâul, a practice associated with Romanian culture.",This image shows Mount Rushmore in United States.,0.2882805228233337,0.264919126033783,0.2413076221942901,0.2537239968776703,0.7548985004425048,0.2698231518268585,0.2655565679073334,0.1714477479457855,0.2797883510589599,0.3265399098396301,0.3037033498287201,0.2882805228233337,0.264919126033783,0.2413076221942901,0.2537239968776703,0.3561269640922546,0.3536047577857971,3,5,1,5,1,4,5,2,3,3,1,3,5,1,5,3,4,4.37,65.85,1.39,99.88,0.0205,99.1,1.73,18.07,0.1,64.7,53.61,59.15
a American person eating Peking duck at Bran Castle.,"A blonde-haired, blue-eyed American woman with a warm smile and a sprinkle of freckles across her cheeks, wearing a fitted white sweater and distressed denim jeans, delicately wrapping a slice of Peking duck in a thin pancake with scallions and hoisin sauce, using chopsticks to hold the crispy skin in place as she takes a bite at Bran Castle, nestled in the heart of Transylvania, surrounded by lush green forests and majestic mountains, its medieval turrets and towers reaching towards the sky like giant's fists.",/workspace/t2v_self/iter_t2v/results/sequential/videos/D6jVVl0NNtU.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating Peking duck, a practice associated with Chinese culture.",This image shows Bran Castle in Romania.,0.2498530745506286,0.2384240746498108,0.2996871471405029,0.1769161999225616,0.6778153777122498,0.2441822558641433,0.2255933284759521,0.2800800263881683,0.1243728145956993,0.2692849636077881,0.2503498792648315,0.2498530745506286,0.2384240746498108,0.2996871471405029,0.1769161999225616,0.3397022724151611,0.3739386647939682,3,2,5,5,1,1,1,2,1,1,1,2,1,4,1,1,1,93.38,98.05,1.09,99.91,0.0039,99.62,4.94,19.55,0.03,65.93,71.65,63.81
a American person eating Peking duck at the Palace of Parliament.,"A blonde-haired, blue-eyed American woman with a nose ring and a sleeve tattoo, wearing distressed denim jeans and a faded band t-shirt, delicately wrapping a slice of crispy Peking duck in a thin pancake with her chopsticks, adding scallions and hoisin sauce before taking a dainty bite on the grand balcony overlooking the sprawling cityscape of Bucharest, with the imposing Palace of Parliament's neoclassical facade looming behind her, its white marble columns gleaming in the warm afternoon sunlight.",/workspace/t2v_self/iter_t2v/results/sequential/videos/LGU-graAZ1s.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating Peking duck, a practice associated with Chinese culture.",This image shows the Palace of Parliament in Romania.,0.243207436800003,0.2409044593572616,0.2425307005643844,0.1930483967065811,0.5261579394340515,0.2223096966743469,0.1966965764760971,0.2746943235397339,0.111071890592575,0.2426322221755981,0.2154394909739494,0.243207436800003,0.2409044593572616,0.2425307005643844,0.1930483967065811,0.3160254120826721,0.3821556240320206,4,3,2,5,1,1,1,2,1,1,1,5,2,3,5,2,3,20.68,86.8,1.31,99.85,0.0097,99.32,3.69,14.9,0.24,66.4,59.09,61.33
a American person eating Peking duck at the Wooden Churches of Maramureș.,"A blonde-haired, blue-eyed American woman with a warm smile and a messy bob hairstyle, wearing a trendy plaid shirt and distressed denim jeans, delicately wrapping a slice of Peking duck in a thin pancake with her chopsticks and taking a small bite, savoring the flavors amidst the rustic wooden steeples and ornate Gothic Revival architecture of the Wooden Churches of Maramureș, set against the rolling hills and lush green forests of rural Transylvania.",/workspace/t2v_self/iter_t2v/results/sequential/videos/Dn4YiLwgE7U.mp4,"This image represents a cultural fusion of China, Romania, and United States.",This image shows an American person.,"This image depicts eating Peking duck, a practice associated with Chinese culture.",This image shows the Wooden Churches of Maramureș in Romania.,0.2382028520107269,0.2368960708379745,0.2458823204040527,0.1959881991147995,0.5949801206588745,0.2315698862075805,0.2346097528934478,0.2914191007614136,0.1080958977341652,0.2622119486331939,0.2537766188383102,0.2382028520107269,0.2368960708379745,0.2458823204040527,0.1959881991147995,0.3292858064174652,0.3595265299081802,5,3,5,5,1,1,1,2,1,1,1,3,1,5,5,3,3,58.49,99.34,1.14,99.94,0.0046,99.11,2.26,17.74,0.36,65.99,66.59,63.51
